timestamp,action,decision,symbol,option_symbol,market_state,bullish_score,bearish_score,confidence,current_signal,bot_enabled,reason_log,entry_grade,live_grade,exit_grade,pnl,pnl_percent,current_price,entry_price,current_value,cost_basis,bot_budget,spent_today,trades_today,skip_reason,exit_reason,order_status,order_id,human_or_bot,max_unrealized_profit,max_drawdown,hold_time,spy_price_at_entry,spy_price_at_exit,market_state_at_entry,market_state_at_exit,ema_state,vwap_state,green_tick_percent,red_tick_percent
2026-06-30 14:53:58,DO NOTHING,BUY CALL,SPY,,BULLISH,4,0,4,CALL,True,EMA aligned bullish | Price above VWAP | Green ticks 67% | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.74,,,,300.0,282.0,4,no open position,,,,BOT,,,,,,,,BULLISH,BULLISH,66.66666666666666,33.33333333333333
2026-06-30 14:53:59,SKIP,BUY CALL,SPY,SPY260630C00747000,BULLISH,4,0,4,CALL,True,EMA aligned bullish | Price above VWAP | Green ticks 67% | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.74,,,,300.0,282.0,4,budget exceeded,,,,BOT,,,,,,,,BULLISH,BULLISH,66.66666666666666,33.33333333333333
2026-06-30 14:54:16,DO NOTHING,DO NOTHING,SPY,,CHOPPY,1,0,1,NONE,True,Market choppy | Price below VWAP | Broke previous day high | Broke previous week high | Stagnant market penalty | Confidence 1 is too low,,,,,,746.73,,,,300.0,282.0,4,no open position,,,,BOT,,,,,,,,NEUTRAL,BEARISH,57.14285714285714,42.857142857142854
2026-06-30 14:54:17,DO NOTHING,DO NOTHING,SPY,,CHOPPY,1,0,1,NONE,True,Market choppy | Price below VWAP | Broke previous day high | Broke previous week high | Stagnant market penalty | Confidence 1 is too low,,,,,,746.73,,,,300.0,282.0,4,DO NOTHING,,,,BOT,,,,,,,,NEUTRAL,BEARISH,57.14285714285714,42.857142857142854
2026-06-30 14:54:31,DO NOTHING,DO NOTHING,SPY,,CHOPPY,1,0,1,NONE,True,Market choppy | Price below VWAP | Broke previous day high | Broke previous week high | Stagnant market penalty | Confidence 1 is too low,,,,,,746.73,,,,300.0,282.0,4,no open position,,,,BOT,,,,,,,,NEUTRAL,BEARISH,57.14285714285714,42.857142857142854
2026-06-30 14:54:31,DO NOTHING,DO NOTHING,SPY,,CHOPPY,1,0,1,NONE,True,Market choppy | Price below VWAP | Broke previous day high | Broke previous week high | Stagnant market penalty | Confidence 1 is too low,,,,,,746.73,,,,300.0,282.0,4,DO NOTHING,,,,BOT,,,,,,,,NEUTRAL,BEARISH,57.14285714285714,42.857142857142854
2026-06-30 14:54:48,DO NOTHING,DO NOTHING,SPY,,CHOPPY,1,1,0,NONE,True,Market choppy | EMA aligned bearish | Price below VWAP | Broke previous day high | Broke previous week high | Stagnant market penalty | Confidence 0 is too low,,,,,,746.69,,,,300.0,282.0,4,no open position,,,,BOT,,,,,,,,BEARISH,BEARISH,50.0,50.0
2026-06-30 14:54:49,DO NOTHING,DO NOTHING,SPY,,CHOPPY,1,1,0,NONE,True,Market choppy | EMA aligned bearish | Price below VWAP | Broke previous day high | Broke previous week high | Stagnant market penalty | Confidence 0 is too low,,,,,,746.69,,,,300.0,282.0,4,DO NOTHING,,,,BOT,,,,,,,,BEARISH,BEARISH,50.0,50.0
2026-06-30 14:55:05,DO NOTHING,BUY CALL,SPY,,BULLISH,3,0,3,CALL,True,EMA aligned bullish | Price above VWAP | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.74,,,,300.0,282.0,4,no open position,,,,BOT,,,,,,,,BULLISH,BULLISH,55.55555555555556,44.44444444444444
2026-06-30 14:55:05,SKIP,BUY CALL,SPY,SPY260630C00747000,BULLISH,3,0,3,CALL,True,EMA aligned bullish | Price above VWAP | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.74,,,,300.0,282.0,4,budget exceeded,,,,BOT,,,,,,,,BULLISH,BULLISH,55.55555555555556,44.44444444444444
2026-06-30 14:55:22,DO NOTHING,BUY CALL,SPY,,BULLISH,5,0,5,CALL,True,EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 60% | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.81,,,,300.0,282.0,4,no open position,,,,BOT,,,,,,,,BULLISH,BULLISH,60.0,40.0
2026-06-30 14:55:22,SKIP,BUY CALL,SPY,SPY260630C00747000,BULLISH,5,0,5,CALL,True,EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 60% | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.81,,,,300.0,282.0,4,budget exceeded,,,,BOT,,,,,,,,BULLISH,BULLISH,60.0,40.0
2026-06-30 14:55:37,DO NOTHING,BUY CALL,SPY,,BULLISH,5,0,5,CALL,True,EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 64% | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.82,,,,300.0,282.0,4,no open position,,,,BOT,,,,,,,,BULLISH,BULLISH,63.63636363636363,36.36363636363637
2026-06-30 14:55:38,SKIP,BUY CALL,SPY,SPY260630C00747000,BULLISH,5,0,5,CALL,True,EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 64% | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.82,,,,300.0,282.0,4,budget exceeded,,,,BOT,,,,,,,,BULLISH,BULLISH,63.63636363636363,36.36363636363637
2026-06-30 14:55:54,DO NOTHING,BUY CALL,SPY,,BULLISH,5,0,5,CALL,True,EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 67% | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.85,,,,300.0,282.0,4,no open position,,,,BOT,,,,,,,,BULLISH,BULLISH,66.66666666666666,33.33333333333333
2026-06-30 14:55:55,SKIP,BUY CALL,SPY,SPY260630C00747000,BULLISH,5,0,5,CALL,True,EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 67% | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.85,,,,300.0,282.0,4,budget exceeded,,,,BOT,,,,,,,,BULLISH,BULLISH,66.66666666666666,33.33333333333333
2026-06-30 14:56:10,DO NOTHING,BUY CALL,SPY,,BULLISH,5,0,5,CALL,True,EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 69% | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.885,,,,300.0,282.0,4,no open position,,,,BOT,,,,,,,,BULLISH,BULLISH,69.23076923076923,30.76923076923077
2026-06-30 14:56:11,SKIP,BUY CALL,SPY,SPY260630C00747000,BULLISH,5,0,5,CALL,True,EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 69% | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.885,,,,300.0,282.0,4,budget exceeded,,,,BOT,,,,,,,,BULLISH,BULLISH,69.23076923076923,30.76923076923077
2026-06-30 14:56:26,DO NOTHING,BUY CALL,SPY,,BULLISH,5,0,5,CALL,True,EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 71% | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.92,,,,300.0,282.0,4,no open position,,,,BOT,,,,,,,,BULLISH,BULLISH,71.42857142857143,28.57142857142857
2026-06-30 14:56:26,SKIP,BUY CALL,SPY,SPY260630C00747000,BULLISH,5,0,5,CALL,True,EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 71% | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.92,,,,300.0,282.0,4,budget exceeded,,,,BOT,,,,,,,,BULLISH,BULLISH,71.42857142857143,28.57142857142857
2026-06-30 14:56:44,DO NOTHING,BUY CALL,SPY,,BULLISH,5,0,5,CALL,True,EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 71% | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.92,,,,300.0,282.0,4,no open position,,,,BOT,,,,,,,,BULLISH,BULLISH,71.42857142857143,28.57142857142857
2026-06-30 14:56:46,SKIP,BUY CALL,SPY,SPY260630C00747000,BULLISH,5,0,5,CALL,True,EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 71% | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.92,,,,300.0,282.0,4,budget exceeded,,,,BOT,,,,,,,,BULLISH,BULLISH,71.42857142857143,28.57142857142857
2026-06-30 14:57:05,DO NOTHING,BUY CALL,SPY,,BULLISH,5,0,5,CALL,True,EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 73% | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.95,,,,300.0,282.0,4,no open position,,,,BOT,,,,,,,,BULLISH,BULLISH,73.33333333333333,26.666666666666668
2026-06-30 14:57:06,SKIP,BUY CALL,SPY,SPY260630C00747000,BULLISH,5,0,5,CALL,True,EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 73% | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.95,,,,300.0,282.0,4,budget exceeded,,,,BOT,,,,,,,,BULLISH,BULLISH,73.33333333333333,26.666666666666668
2026-06-30 14:57:21,DO NOTHING,BUY CALL,SPY,,BULLISH,5,0,5,CALL,True,EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 69% | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.93,,,,300.0,282.0,4,no open position,,,,BOT,,,,,,,,BULLISH,BULLISH,68.75,31.25
2026-06-30 14:57:21,SKIP,BUY CALL,SPY,SPY260630C00747000,BULLISH,5,0,5,CALL,True,EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 69% | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.93,,,,300.0,282.0,4,budget exceeded,,,,BOT,,,,,,,,BULLISH,BULLISH,68.75,31.25
2026-06-30 14:57:37,DO NOTHING,BUY CALL,SPY,,BULLISH,4,0,4,CALL,True,MA aligned bullish | Price above VWAP | Green ticks 65% | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.88,,,,300.0,282.0,4,no open position,,,,BOT,,,,,,,,NEUTRAL,BULLISH,64.70588235294117,35.294117647058826
2026-06-30 14:57:38,SKIP,BUY CALL,SPY,SPY260630C00747000,BULLISH,4,0,4,CALL,True,MA aligned bullish | Price above VWAP | Green ticks 65% | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.88,,,,300.0,282.0,4,budget exceeded,,,,BOT,,,,,,,,NEUTRAL,BULLISH,64.70588235294117,35.294117647058826
2026-06-30 14:57:56,DO NOTHING,BUY CALL,SPY,,BULLISH,4,0,4,CALL,True,MA aligned bullish | Price above VWAP | Green ticks 61% | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.84,,,,300.0,282.0,4,no open position,,,,BOT,,,,,,,,NEUTRAL,BULLISH,61.111111111111114,38.88888888888889
2026-06-30 14:57:58,SKIP,BUY CALL,SPY,SPY260630C00747000,BULLISH,4,0,4,CALL,True,MA aligned bullish | Price above VWAP | Green ticks 61% | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.84,,,,300.0,282.0,4,budget exceeded,,,,BOT,,,,,,,,NEUTRAL,BULLISH,61.111111111111114,38.88888888888889
2026-06-30 14:58:21,DO NOTHING,BUY CALL,SPY,,BULLISH,5,0,5,CALL,True,EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 63% | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.94,,,,500.0,282.0,4,no open position,,,,BOT,,,,,,,,BULLISH,BULLISH,63.1578947368421,36.84210526315789
2026-06-30 14:58:23,BUY CALL,BUY CALL,SPY,SPY260630C00747000,BULLISH,5,0,5,CALL,True,EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 63% | Broke previous day high | Broke previous week high | Stagnant market penalty,A+,,,,,746.94,,,,500.0,282.0,4,,,ok,33702988,BOT,,,,746.94,,BULLISH,,BULLISH,BULLISH,63.1578947368421,36.84210526315789
2026-06-30 14:58:47,DO NOTHING,HOLD,SPY,,BULLISH,5,0,5,CALL,True,Holding because market context has not confirmed exit | EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 65% | Broke previous day high | Broke previous week high | Stagnant market penalty | Current P/L supports holding,,,,,,746.965,,,,500.0,355.0,5,hold current position,,,,BOT,,,,,,,,BULLISH,BULLISH,65.0,35.0
2026-06-30 14:58:48,SKIP,HOLD,SPY,,BULLISH,5,0,5,CALL,True,Holding because market context has not confirmed exit | EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 65% | Broke previous day high | Broke previous week high | Stagnant market penalty | Current P/L supports holding,,,,,,746.965,,,,500.0,355.0,5,already holding one position,,,,BOT,,,,,,,,BULLISH,BULLISH,65.0,35.0
2026-06-30 14:59:03,DO NOTHING,HOLD,SPY,,BULLISH,5,0,5,CALL,True,Holding because market context has not confirmed exit | EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 67% | Broke previous day high | Broke previous week high | Stagnant market penalty | Current P/L supports holding,,,,,,747.025,,,,500.0,355.0,5,hold current position,,,,BOT,,,,,,,,BULLISH,BULLISH,66.66666666666666,33.33333333333333
2026-06-30 14:59:03,SKIP,HOLD,SPY,,BULLISH,5,0,5,CALL,True,Holding because market context has not confirmed exit | EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 67% | Broke previous day high | Broke previous week high | Stagnant market penalty | Current P/L supports holding,,,,,,747.025,,,,500.0,355.0,5,already holding one position,,,,BOT,,,,,,,,BULLISH,BULLISH,66.66666666666666,33.33333333333333
2026-06-30 14:59:20,DO NOTHING,HOLD,SPY,,BULLISH,5,0,5,CALL,True,Holding because market context has not confirmed exit | EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 64% | Broke previous day high | Broke previous week high | Stagnant market penalty | Current P/L supports holding,,,,,,747.01,,,,500.0,355.0,5,hold current position,,,,BOT,,,,,,,,BULLISH,BULLISH,63.63636363636363,36.36363636363637
2026-06-30 14:59:20,SKIP,HOLD,SPY,,BULLISH,5,0,5,CALL,True,Holding because market context has not confirmed exit | EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 64% | Broke previous day high | Broke previous week high | Stagnant market penalty | Current P/L supports holding,,,,,,747.01,,,,500.0,355.0,5,already holding one position,,,,BOT,,,,,,,,BULLISH,BULLISH,63.63636363636363,36.36363636363637
2026-06-30 14:59:40,DO NOTHING,HOLD,SPY,,BULLISH,5,0,5,CALL,True,Holding because market context has not confirmed exit | EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 65% | Broke previous day high | Broke previous week high | Stagnant market penalty | Current P/L supports holding,,,,,,747.03,,,,500.0,355.0,5,hold current position,,,,BOT,,,,,,,,BULLISH,BULLISH,65.21739130434783,34.78260869565217
2026-06-30 14:59:42,SKIP,HOLD,SPY,,BULLISH,5,0,5,CALL,True,Holding because market context has not confirmed exit | EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 65% | Broke previous day high | Broke previous week high | Stagnant market penalty | Current P/L supports holding,,,,,,747.03,,,,500.0,355.0,5,already holding one position,,,,BOT,,,,,,,,BULLISH,BULLISH,65.21739130434783,34.78260869565217
2026-06-30 14:59:58,DO NOTHING,HOLD,SPY,,BULLISH,5,0,5,CALL,True,Holding because market context has not confirmed exit | EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 62% | Broke previous day high | Broke previous week high | Stagnant market penalty | Current P/L supports holding,,,,,,747.019,,,,500.0,355.0,5,hold current position,,,,BOT,,,,,,,,BULLISH,BULLISH,62.5,37.5
2026-06-30 14:59:58,SKIP,HOLD,SPY,,BULLISH,5,0,5,CALL,True,Holding because market context has not confirmed exit | EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 62% | Broke previous day high | Broke previous week high | Stagnant market penalty | Current P/L supports holding,,,,,,747.019,,,,500.0,355.0,5,already holding one position,,,,BOT,,,,,,,,BULLISH,BULLISH,62.5,37.5
2026-06-30 15:00:17,DO NOTHING,HOLD,SPY,,BULLISH,5,0,5,CALL,True,Holding because market context has not confirmed exit | EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 60% | Broke previous day high | Broke previous week high | Stagnant market penalty | Current P/L supports holding,,,,,,747.01,,,,500.0,355.0,5,hold current position,,,,BOT,,,,,,,,BULLISH,BULLISH,60.0,40.0
2026-06-30 15:00:18,SKIP,HOLD,SPY,,BULLISH,5,0,5,CALL,True,Holding because market context has not confirmed exit | EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 60% | Broke previous day high | Broke previous week high | Stagnant market penalty | Current P/L supports holding,,,,,,747.01,,,,500.0,355.0,5,already holding one position,,,,BOT,,,,,,,,BULLISH,BULLISH,60.0,40.0
2026-06-30 15:00:34,DO NOTHING,HOLD,SPY,,BULLISH,3,0,3,CALL,True,Holding because market context has not confirmed exit | MA aligned bullish | Price above VWAP | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.94,,,,500.0,355.0,5,hold current position,,,,BOT,,,,,,,,NEUTRAL,BULLISH,57.692307692307686,42.30769230769231
2026-06-30 15:00:35,SKIP,HOLD,SPY,,BULLISH,3,0,3,CALL,True,Holding because market context has not confirmed exit | MA aligned bullish | Price above VWAP | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.94,,,,500.0,355.0,5,already holding one position,,,,BOT,,,,,,,,NEUTRAL,BULLISH,57.692307692307686,42.30769230769231
2026-06-30 15:00:51,DO NOTHING,HOLD,SPY,,BULLISH,3,0,3,CALL,True,Holding because market context has not confirmed exit | MA aligned bullish | Price above VWAP | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.92,,,,500.0,355.0,5,hold current position,,,,BOT,,,,,,,,NEUTRAL,BULLISH,55.55555555555556,44.44444444444444
2026-06-30 15:00:52,SKIP,HOLD,SPY,,BULLISH,3,0,3,CALL,True,Holding because market context has not confirmed exit | MA aligned bullish | Price above VWAP | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.92,,,,500.0,355.0,5,already holding one position,,,,BOT,,,,,,,,NEUTRAL,BULLISH,55.55555555555556,44.44444444444444
2026-06-30 15:01:08,DO NOTHING,HOLD,SPY,,STAGNANT,2,0,2,NONE,True,Holding because market context has not confirmed exit | EMA aligned bearish | Price above VWAP | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.92,,,,500.0,355.0,5,hold current position,,,,BOT,,,,,,,,BEARISH,BULLISH,55.55555555555556,44.44444444444444
2026-06-30 15:01:09,SKIP,HOLD,SPY,,STAGNANT,2,0,2,NONE,True,Holding because market context has not confirmed exit | EMA aligned bearish | Price above VWAP | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.92,,,,500.0,355.0,5,already holding one position,,,,BOT,,,,,,,,BEARISH,BULLISH,55.55555555555556,44.44444444444444
2026-06-30 15:01:30,DO NOTHING,HOLD,SPY,,STAGNANT,2,0,2,NONE,True,Holding because market context has not confirmed exit | EMA aligned bearish | Price above VWAP | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.87,,,,500.0,355.0,5,hold current position,,,,BOT,,,,,,,,BEARISH,BULLISH,53.57142857142857,46.42857142857143
2026-06-30 15:01:33,SKIP,HOLD,SPY,,STAGNANT,2,0,2,NONE,True,Holding because market context has not confirmed exit | EMA aligned bearish | Price above VWAP | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.87,,,,500.0,355.0,5,already holding one position,,,,BOT,,,,,,,,BEARISH,BULLISH,53.57142857142857,46.42857142857143
2026-06-30 15:02:01,DO NOTHING,HOLD,SPY,,STAGNANT,2,0,2,NONE,True,Holding because market context has not confirmed exit | EMA aligned bearish | Price above VWAP | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.88,,,,500.0,355.0,5,hold current position,,,,BOT,,,,,,,,BEARISH,BULLISH,55.172413793103445,44.827586206896555
2026-06-30 15:02:04,SKIP,HOLD,SPY,,STAGNANT,2,0,2,NONE,True,Holding because market context has not confirmed exit | EMA aligned bearish | Price above VWAP | Broke previous day high | Broke previous week high | Stagnant market penalty,,,,,,746.88,,,,500.0,355.0,5,already holding one position,,,,BOT,,,,,,,,BEARISH,BULLISH,55.172413793103445,44.827586206896555
2026-06-30 15:02:36,DO NOTHING,HOLD,SPY,,STAGNANT,2,0,2,NONE,True,Holding because market context has not confirmed exit | Price above VWAP | Broke previous day high | Broke previous week high | Stagnant market penalty | Current P/L supports holding,,,,,,746.9589,,,,500.0,355.0,5,hold current position,,,,BOT,,,,,,,,NEUTRAL,BULLISH,56.666666666666664,43.333333333333336
2026-06-30 15:02:36,SKIP,HOLD,SPY,,STAGNANT,2,0,2,NONE,True,Holding because market context has not confirmed exit | Price above VWAP | Broke previous day high | Broke previous week high | Stagnant market penalty | Current P/L supports holding,,,,,,746.9589,,,,500.0,355.0,5,already holding one position,,,,BOT,,,,,,,,NEUTRAL,BULLISH,56.666666666666664,43.333333333333336
2026-06-30 15:03:04,DO NOTHING,HOLD,SPY,,BULLISH,3,0,3,CALL,True,Holding because market context has not confirmed exit | EMA aligned bullish | Price above VWAP | Broke previous day high | Broke previous week high | Stagnant market penalty | Current P/L supports holding,,,,,,746.97,,,,500.0,355.0,5,hold current position,,,,BOT,,,,,,,,BULLISH,BULLISH,58.06451612903226,41.935483870967744
2026-06-30 15:03:05,SKIP,HOLD,SPY,,BULLISH,3,0,3,CALL,True,Holding because market context has not confirmed exit | EMA aligned bullish | Price above VWAP | Broke previous day high | Broke previous week high | Stagnant market penalty | Current P/L supports holding,,,,,,746.97,,,,500.0,355.0,5,already holding one position,,,,BOT,,,,,,,,BULLISH,BULLISH,58.06451612903226,41.935483870967744
2026-06-30 15:03:41,DO NOTHING,HOLD,SPY,,BULLISH,4,0,4,CALL,True,Holding because market context has not confirmed exit | EMA aligned bullish | Price above VWAP | Broke previous day high | Broke previous week high | Broke opening range high | Stagnant market penalty | Current P/L supports holding,,,,,,747.075,,,,500.0,355.0,5,hold current position,,,,BOT,,,,,,,,BULLISH,BULLISH,59.375,40.625
2026-06-30 15:03:41,SKIP,HOLD,SPY,,BULLISH,4,0,4,CALL,True,Holding because market context has not confirmed exit | EMA aligned bullish | Price above VWAP | Broke previous day high | Broke previous week high | Broke opening range high | Stagnant market penalty | Current P/L supports holding,,,,,,747.075,,,,500.0,355.0,5,already holding one position,,,,BOT,,,,,,,,BULLISH,BULLISH,59.375,40.625
2026-06-30 15:04:15,DO NOTHING,HOLD,SPY,,BULLISH,6,0,6,CALL,True,Holding because market context has not confirmed exit | EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 61% | Broke previous day high | Broke previous week high | Broke opening range high | Stagnant market penalty | Current P/L supports holding,,,,,,747.23,,,,500.0,355.0,5,hold current position,,,,BOT,,,,,,,,BULLISH,BULLISH,60.60606060606061,39.39393939393939
2026-06-30 15:04:16,SKIP,HOLD,SPY,,BULLISH,6,0,6,CALL,True,Holding because market context has not confirmed exit | EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 61% | Broke previous day high | Broke previous week high | Broke opening range high | Stagnant market penalty | Current P/L supports holding,,,,,,747.23,,,,500.0,355.0,5,already holding one position,,,,BOT,,,,,,,,BULLISH,BULLISH,60.60606060606061,39.39393939393939
2026-06-30 15:04:52,DO NOTHING,HOLD,SPY,,BULLISH,6,0,6,CALL,True,Holding because market context has not confirmed exit | EMA aligned bullish | MA aligned bullish | Price above VWAP | Green ticks 62% | Broke previous day high | Broke previous week high | Broke opening range high | Stagnant market penalty | Current P/L supports holding,,,,,,747.33,,,,500.0,355.0,5,hold current position,,,,BOT,,,,,,,,BULLISH,BULLISH,61.76470588235294,38.23529411764706
